accelerometer_X,accelerometer_Y,accelerometer_Z,id_name,id_file
0.2585739999999999,-0.033519,9.763555,1,2
0.234632,0.019154,9.763555,1,2
0.253785,-0.009577,9.758766,1,2
0.2585739999999999,-0.009577,9.763555,1,2
0.229843,-0.019154,9.758766,1,2
0.2585739999999999,-0.0239419999999999,9.734824,1,2
0.205901,-0.110133,9.787497,1,2
0.296881,-0.0430959999999999,9.758766,1,2
0.244209,-0.02873,9.734824,1,2
0.272939,-0.062249,9.787497,1,2
0.292093,-0.038307,9.782708,1,2
0.3304,-0.057461,9.811439,1,2
0.23942,0.019154,9.768343,1,2
0.253785,-0.014365,9.763555,1,2
0.277727,-0.0430959999999999,9.816227,1,2
0.282516,-0.02873,9.763555,1,2
0.287304,-0.0430959999999999,9.744401,1,2
0.268151,-0.0478839999999999,9.773131,1,2
0.244209,0.004788,9.787497,1,2
0.282516,-0.009577,9.792285,1,2
0.225055,-0.004788,9.768343,1,2
0.205901,-0.038307,9.787497,1,2
0.263362,-0.019154,9.768343,1,2
0.244209,-0.0239419999999999,9.782708,1,2
0.277727,-0.038307,9.773131,1,2
0.253785,-0.014365,9.749189,1,2
0.229843,-0.019154,9.773131,1,2
0.272939,0.004788,9.753978,1,2
0.2489969999999999,-0.033519,9.725247,1,2
0.320823,-0.009577,9.768343,1,2
1.082179,7.015011,6.71813,1,3
0.8523360000000001,6.842629,6.95755,1,3
1.671153,7.364565,6.090849,1,3
1.297657,7.216124000000001,6.325481,1,3
1.316811,6.995857000000001,5.717354,1,3
0.004788,4.362236,8.427589999999999,1,3
-2.628833,6.837839999999999,9.409213,1,3
-0.430956,5.157111,8.183380999999999,1,3
-0.651223,5.5545480000000005,8.025364,1,3
-0.143652,5.573702,7.25922,1,3
-0.229843,5.300763,7.987057000000001,1,3
0.02873,5.492299,7.967903,1,3
-0.071826,5.233725,8.049306,1,3
-0.196325,5.573702,8.001422,1,3
0.009577,5.506664,7.967903,1,3
-0.009577,5.300763,8.556877,1,3
-0.052672,5.463568,8.207322999999999,1,3
-0.019154,5.353435,8.202535000000001,1,3
0.0957679999999999,5.477933999999999,8.030153,1,3
-0.009577,5.329493,8.140286,1,3
0.019154,5.406108000000001,8.197747,1,3
0.0430959999999999,5.300763,8.226477000000001,1,3
-0.071826,5.161899,8.044518,1,3
-0.153229,5.233725,7.656657000000001,1,3
-0.713472,4.050989,9.533711,1,3
-0.272939,4.946421,7.920019,1,3
-0.948104,6.224925,2.140417,1,3
-0.009577,5.00867,8.087613000000001,1,3
0.866701,5.525818,6.842629,1,3
0.086191,4.955998,8.145074000000001,1,3
-0.335188,5.746084,7.096414,1,4
0.153229,5.923255,7.680599000000001,1,4
0.009577,5.93762,7.570466000000001,1,4
