accelerometer_X,accelerometer_Y,accelerometer_Z,id_name,id_file
-10.036493,-12.765883,-0.6464340000000001,3,19
-0.158017,-2.930503,-7.479486,3,19
-2.604891,-7.661445,-0.11971,3,19
-1.40779,-13.340492,-3.916914,3,19
-2.255338,-14.398729,-2.801216,3,19
-7.517792999999999,-11.947066,-1.656788,3,19
-1.996764,1.393425,2.652776,3,19
-4.189853,-10.275913,1.1300629999999998,3,19
0.8379709999999999,-11.693281,-1.1300629999999998,3,19
-3.122039,-11.985373,-1.393425,3,19
-2.078167,-4.209007,-1.244985,3,19
-1.877054,-6.943185000000001,-1.915361,3,19
-5.473145,-10.730812,-1.077391,3,19
2.987964,-5.018246,1.647211,3,19
0.675165,-11.60709,-2.662352,3,19
-1.278504,-2.700659,0.924162,3,19
-4.424484,-10.726024,-1.082179,3,19
0.646435,-0.641646,-1.04866,3,19
-1.623269,-6.603208,0.071826,3,19
-4.323928,-2.671929,3.485958,3,19
4.879383,-13.110648,-3.5960910000000004,3,20
1.201889,-17.908628,0.004788,3,20
-6.847417,-16.74026,4.13718,3,20
-4.003105000000001,1.249773,10.716447,3,20
3.0502130000000003,-11.482592,-4.683058,3,20
8.532935,-14.571112,-11.492168,3,20
2.1883,-8.987833,-1.273715,3,20
1.101333,-3.648763,0.416591,3,20
4.276045,-9.346964,0.502782,3,20
-3.77805,-3.605668,2.475605,3,20
2.236184,-7.388506,-1.173159,3,20
-4.094085,-1.441309,2.13084,3,20
2.011129,-12.564771,0.8236049999999999,3,20
-0.071826,-13.733141,2.652776,3,20
1.996764,-6.062118,-6.210559,3,20
3.438074,-7.139508999999999,0.292093,3,20
12.650962,1.61848,10.716447,3,20
7.402872,-7.771578999999999,-4.127603,3,20
2.920926,-8.571242,-7.881711999999999,3,20
2.767697,-8.935161,-2.149993,3,20
-1.101333,-13.939042,-0.948104,3,20
1.532289,-6.2153480000000005,-5.928043,3,20
2.652776,-5.865794,-3.227384,3,20
-0.737414,-3.86903,-1.4987700000000002,3,20
3.677494,-6.8761470000000005,-2.782062,3,20
0.612916,-3.744531,-0.507571,3,20
0.052672,-8.403648,-4.185065,3,20
-1.843535,-3.892972,-1.929727,3,20
0.665588,-6.809108999999999,-1.939303,3,20
-2.011129,-4.232949,-0.919373,3,20
3.193865,-12.392388,2.5953150000000003,3,21
4.951209,-25.828648,-7.991845,3,21
7.484275,-14.887146,2.973599,3,21
4.797981,-19.560625,-9.227253,3,21
-0.933739,-9.188946,10.007763,3,21
4.347871,-7.354986999999999,-6.277597,3,21
5.061342,-13.785813,10.333375,3,21
2.499547,-4.788403,0.019154,3,21
5.923255,-18.195932,10.486604,3,21
2.5953150000000003,-7.762002000000001,-10.606314,3,21
-6.287173,-20.60929,-38.08696,3,21
1.4987700000000002,-14.719551999999998,-5.975927,3,21
4.936844000000001,-19.177555,17.492037,3,21
5.00867,-9.591172,-1.522712,3,21
0.21069,-4.065354,1.5370780000000002,3,21
-0.47884,-12.210428,-0.301669,3,21
-0.153229,-10.213664,-1.7525560000000002,3,21
0.6272810000000001,-7.627927000000001,-3.270479,3,21
1.177947,-5.415684,-2.059013,3,21
3.466804,-5.406107,-2.633622,3,21
0.057461,-6.445191,-3.069367,3,21
5.88016,-6.900089,-3.509899,3,21
4.774039,-9.251195,-2.600103,3,21
0.766145,-4.089296,-0.833182,3,21
5.865794,-9.840169,-1.23062,3,21
-1.446098,-4.903325,-0.512359,3,21
2.600103,-7.929596000000001,0.5841850000000001,3,21
-1.766921,-5.295974,0.766145,3,21
0.430956,-7.699753,-0.579397,3,21
0.8475469999999999,-9.337387,-3.797204,3,21
-3.787627,-8.633492,0.895431,3,22
-2.30801,-13.445837,-2.834735,3,22
-0.545878,-3.653552,6.670246000000001,3,22
2.844312,-10.486604,-1.580173,3,22
2.566584,-10.323798,-1.16837,3,22
2.63841,-7.168239999999999,-0.71826,3,22
3.907337,-4.984728,-3.821146,3,22
0.354342,-9.56723,-5.7700260000000005,3,22
0.9912,-10.290278,-5.099648999999999,3,22
-2.389413,-12.220005,-6.330269,3,22
-1.7860740000000002,-18.737022,6.244078,3,22
4.644751,-11.018116,-1.04866,3,22
-2.269703,-2.782062,2.39899,3,22
1.479617,-9.251195,-0.857124,3,22
5.152323,-11.702858,-2.27928,3,22
1.637634,-22.720974,-10.491392,3,22
-2.346318,-3.270479,1.063026,3,22
-1.685518,-7.580042,-1.623269,3,22
-1.80044,-7.465121000000001,-3.069367,3,22
